# java.version=25.0.2.0.101 tzdata=2026a
MET	MET	true	Central European Standard Time	Central European Summer Time	CET	CEST
MST7MDT	MST7MDT	true	Mountain Standard Time	Mountain Daylight Time	MST	MDT
Mexico/BajaNorte	Mexico/BajaNorte	true	Pacific Standard Time	Pacific Daylight Time	PST	PDT
Mexico/BajaSur	Mexico/BajaSur	false	Mexican Pacific Standard Time	Mexican Pacific Daylight Time	MST	MDT
Mexico/General	Mexico/General	false	Central Standard Time	Central Daylight Time	CST	CDT
NZ	NZ	true	New Zealand Standard Time	New Zealand Daylight Time	NZST	NZDT
NZ-CHAT	NZ-CHAT	true	Chatham Standard Time	Chatham Daylight Time	GMT+12:45	GMT+13:45
Navajo	Navajo	true	Mountain Standard Time	Mountain Daylight Time	MST	MDT
PRC	PRC	false	China Standard Time	China Daylight Time	CST	CDT
PST8PDT	PST8PDT	true	Pacific Standard Time	Pacific Daylight Time	PST	PDT
Pacific/Apia	Pacific/Apia	false	Samoa Standard Time	Samoa Daylight Time	GMT+13:00	GMT+14:00
Pacific/Auckland	Pacific/Auckland	true	New Zealand Standard Time	New Zealand Daylight Time	NZST	NZDT
Pacific/Bougainville	Pacific/Bougainville	false	Bougainville Standard Time	Bougainville Daylight Time	GMT+11:00	GMT+11:00
Pacific/Chatham	Pacific/Chatham	true	Chatham Standard Time	Chatham Daylight Time	GMT+12:45	GMT+13:45
Pacific/Chuuk	Pacific/Chuuk	false	Papua New Guinea Time	Chuuk Daylight Time	GMT+10:00	GMT+10:00
Pacific/Easter	Pacific/Easter	true	Easter Island Standard Time	Easter Island Summer Time	GMT-06:00	GMT-05:00
Pacific/Efate	Pacific/Efate	false	Vanuatu Standard Time	Vanuatu Summer Time	GMT+11:00	GMT+12:00
Pacific/Enderbury	Pacific/Enderbury	false	Phoenix Islands Time	Enderbury Daylight Time	GMT+13:00	GMT+13:00
Pacific/Fakaofo	Pacific/Fakaofo	false	Tokelau Time	Fakaofo Daylight Time	GMT+13:00	GMT+13:00
Pacific/Fiji	Pacific/Fiji	false	Fiji Standard Time	Fiji Summer Time	GMT+12:00	GMT+13:00
Pacific/Funafuti	Pacific/Funafuti	false	Tuvalu Time	Funafuti Daylight Time	GMT+12:00	GMT+12:00
Pacific/Galapagos	Pacific/Galapagos	false	Galapagos Time	Galapagos Daylight Time	GMT-06:00	GMT-05:00
Pacific/Gambier	Pacific/Gambier	false	Gambier Time	Gambier Daylight Time	GMT-09:00	GMT-09:00
Pacific/Guadalcanal	Pacific/Guadalcanal	false	Solomon Islands Time	Guadalcanal Daylight Time	GMT+11:00	GMT+11:00
Pacific/Guam	Pacific/Guam	false	Chamorro Standard Time	Guam Daylight Time	ChST	ChST
Pacific/Honolulu	Pacific/Honolulu	false	Hawaii-Aleutian Standard Time	Hawaii-Aleutian Daylight Time	HST	HDT
Pacific/Johnston	Pacific/Johnston	false	Hawaii-Aleutian Standard Time	Hawaii-Aleutian Daylight Time	HST	HDT
Pacific/Kanton	Pacific/Kanton	false	Phoenix Islands Time	Enderbury Daylight Time	GMT+13:00	GMT+13:00
Pacific/Kiritimati	Pacific/Kiritimati	false	Line Islands Time	Kiritimati Daylight Time	GMT+14:00	GMT+14:00
Pacific/Kosrae	Pacific/Kosrae	false	Kosrae Time	Kosrae Daylight Time	GMT+11:00	GMT+11:00
Pacific/Kwajalein	Pacific/Kwajalein	false	Marshall Islands Time	Kwajalein Daylight Time	GMT+12:00	GMT+12:00
Pacific/Majuro	Pacific/Majuro	false	Marshall Islands Time	Majuro Daylight Time	GMT+12:00	GMT+12:00
Pacific/Marquesas	Pacific/Marquesas	false	Marquesas Time	Marquesas Daylight Time	GMT-09:30	GMT-09:30
Pacific/Midway	Pacific/Midway	false	American Samoa Standard Time	American Samoa Daylight Time	SST	SST
Pacific/Nauru	Pacific/Nauru	false	Nauru Time	Nauru Daylight Time	GMT+12:00	GMT+12:00
Pacific/Niue	Pacific/Niue	false	Niue Time	Niue Daylight Time	GMT-11:00	GMT-11:00
Pacific/Norfolk	Pacific/Norfolk	true	Norfolk Island Standard Time	Norfolk Island Daylight Time	GMT+11:00	GMT+12:00
Pacific/Noumea	Pacific/Noumea	false	New Caledonia Standard Time	New Caledonia Summer Time	GMT+11:00	GMT+12:00
Pacific/Pago_Pago	Pacific/Pago_Pago	false	American Samoa Standard Time	American Samoa Daylight Time	SST	SST
Pacific/Palau	Pacific/Palau	false	Palau Time	Palau Daylight Time	GMT+09:00	GMT+09:00
Pacific/Pitcairn	Pacific/Pitcairn	false	Pitcairn Time	Pitcairn Daylight Time	GMT-08:00	GMT-08:00
Pacific/Pohnpei	Pacific/Pohnpei	false	Solomon Islands Time	Pohnpei Daylight Time	GMT+11:00	GMT+11:00
Pacific/Ponape	Pacific/Ponape	false	Solomon Islands Time	Pohnpei Daylight Time	GMT+11:00	GMT+11:00
Pacific/Port_Moresby	Pacific/Port_Moresby	false	Dumont d’Urville Time	Port Moresby Daylight Time	GMT+10:00	GMT+10:00
Pacific/Rarotonga	Pacific/Rarotonga	false	Cook Islands Standard Time	Cook Islands Summer Time	GMT-10:00	GMT-09:30
Pacific/Saipan	Pacific/Saipan	false	Chamorro Standard Time	Saipan Daylight Time	ChST	ChST
Pacific/Samoa	Pacific/Samoa	false	American Samoa Standard Time	American Samoa Daylight Time	SST	SST
Pacific/Tahiti	Pacific/Tahiti	false	Tahiti Time	Tahiti Daylight Time	GMT-10:00	GMT-10:00
Pacific/Tarawa	Pacific/Tarawa	false	Marshall Islands Time	Tarawa Daylight Time	GMT+12:00	GMT+12:00
Pacific/Tongatapu	Pacific/Tongatapu	false	Tonga Standard Time	Tonga Summer Time	GMT+13:00	GMT+14:00
Pacific/Truk	Pacific/Truk	false	Chuuk Time	Chuuk Daylight Time	GMT+10:00	GMT+10:00
Pacific/Wake	Pacific/Wake	false	Wake Island Time	Wake Island Daylight Time	GMT+12:00	GMT+12:00
Pacific/Wallis	Pacific/Wallis	false	Gilbert Islands Time	Wallis Daylight Time	GMT+12:00	GMT+12:00
Pacific/Yap	Pacific/Yap	false	Papua New Guinea Time	Chuuk Daylight Time	GMT+10:00	GMT+10:00
Poland	Poland	true	Central European Standard Time	Central European Summer Time	CET	CEST
Portugal	Portugal	true	Western European Standard Time	Western European Summer Time	WET	WEST
ROK	ROK	false	Korean Standard Time	Korean Daylight Time	KST	KST
Singapore	Singapore	false	Singapore Standard Time	Singapore Daylight Time	GMT+08:00	GMT+08:20
SystemV/AST4	SystemV/AST4	false	Atlantic Standard Time	Atlantic Daylight Time	AST	ADT
SystemV/AST4ADT	SystemV/AST4ADT	true	Atlantic Standard Time	Atlantic Daylight Time	AST	ADT
SystemV/CST6	SystemV/CST6	false	Central Standard Time	Central Daylight Time	CST	CDT
SystemV/CST6CDT	SystemV/CST6CDT	true	Central Standard Time	Central Daylight Time	CST	CDT
SystemV/EST5	SystemV/EST5	false	Eastern Standard Time	Eastern Daylight Time	EST	EDT
SystemV/EST5EDT	SystemV/EST5EDT	true	Eastern Standard Time	Eastern Daylight Time	EST	EDT
SystemV/HST10	SystemV/HST10	false	Hawaii-Aleutian Standard Time	Hawaii-Aleutian Daylight Time	HST	HDT
SystemV/MST7	SystemV/MST7	false	Mountain Standard Time	Mountain Daylight Time	MST	MDT
SystemV/MST7MDT	SystemV/MST7MDT	true	Mountain Standard Time	Mountain Daylight Time	MST	MDT
SystemV/PST8	SystemV/PST8	false	Pitcairn Time	Pitcairn Time	GMT-08:00	GMT-08:00
SystemV/PST8PDT	SystemV/PST8PDT	true	Pacific Standard Time	Pacific Daylight Time	PST	PDT
SystemV/YST9	SystemV/YST9	false	Gambier Time	Gambier Time	GMT-09:00	GMT-09:00
SystemV/YST9YDT	SystemV/YST9YDT	true	Alaska Standard Time	Alaska Daylight Time	AKST	AKDT
Turkey	Turkey	false	Istanbul Standard Time	Istanbul Daylight Time	GMT+03:00	GMT+04:00
UCT	UCT	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
US/Alaska	US/Alaska	true	Alaska Standard Time	Alaska Daylight Time	AKST	AKDT
US/Aleutian	US/Aleutian	true	Hawaii-Aleutian Standard Time	Hawaii-Aleutian Daylight Time	HAST	HADT
US/Arizona	US/Arizona	false	Mountain Standard Time	Mountain Daylight Time	MST	MDT
US/Central	US/Central	true	Central Standard Time	Central Daylight Time	CST	CDT
US/East-Indiana	US/East-Indiana	true	Eastern Standard Time	Eastern Daylight Time	EST	EDT
US/Eastern	US/Eastern	true	Eastern Standard Time	Eastern Daylight Time	EST	EDT
US/Hawaii	US/Hawaii	false	Hawaii-Aleutian Standard Time	Hawaii-Aleutian Daylight Time	HST	HDT
US/Indiana-Starke	US/Indiana-Starke	true	Central Standard Time	Central Daylight Time	CST	CDT
US/Michigan	US/Michigan	true	Eastern Standard Time	Eastern Daylight Time	EST	EDT
US/Mountain	US/Mountain	true	Mountain Standard Time	Mountain Daylight Time	MST	MDT
US/Pacific	US/Pacific	true	Pacific Standard Time	Pacific Daylight Time	PST	PDT
US/Samoa	US/Samoa	false	American Samoa Standard Time	American Samoa Daylight Time	SST	SST
UTC	UTC	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
Universal	Universal	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
W-SU	W-SU	false	Moscow Standard Time	Moscow Summer Time	MSK	MSK
WET	WET	true	Western European Standard Time	Western European Summer Time	WET	WEST
Zulu	Zulu	false	Coordinated Universal Time	Coordinated Universal Time	UTC	UTC
ECT	ECT	true	Central European Standard Time	Central European Summer Time	CET	CEST
PRT	PRT	false	Atlantic Standard Time	Atlantic Daylight Time	AST	ADT
CTT	CTT	false	China Standard Time	China Daylight Time	CST	CDT
SST	SST	false	Solomon Islands Time	GMT+11:00	GMT+11:00	GMT+11:00
MST	MST	false	Mountain Standard Time	Mountain Daylight Time	MST	MDT
AST	AST	true	Alaska Standard Time	Alaska Daylight Time	AKST	AKDT
NST	NST	true	New Zealand Standard Time	New Zealand Daylight Time	NZST	NZDT
HST	HST	false	Hawaii-Aleutian Standard Time	Hawaii-Aleutian Daylight Time	HST	HDT
ACT	ACT	false	Australian Central Standard Time	Australian Central Daylight Time	ACST	ACDT
BST	BST	false	Bangladesh Standard Time	Bangladesh Summer Time	GMT+06:00	GMT+07:00
AET	AET	true	Australian Eastern Standard Time	Australian Eastern Daylight Time	AEST	AEDT
IST	IST	false	India Standard Time	GMT+06:30	IST	IST
CST	CST	true	Central Standard Time	Central Daylight Time	CST	CDT
NET	NET	false	Armenia Standard Time	Armenia Summer Time	GMT+04:00	GMT+05:00
AGT	AGT	false	Argentina Standard Time	Argentina Summer Time	GMT-03:00	GMT-02:00
CAT	CAT	false	Central Africa Time	GMT+02:00	CAT	CAT
MIT	MIT	false	Samoa Standard Time	Samoa Daylight Time	GMT+13:00	GMT+14:00
BET	BET	false	Brasilia Standard Time	Brasilia Summer Time	GMT-03:00	GMT-02:00
PST	PST	true	Pacific Standard Time	Pacific Daylight Time	PST	PDT
ART	ART	true	Eastern European Standard Time	Eastern European Summer Time	EET	EEST
JST	JST	false	Japan Standard Time	Japan Daylight Time	JST	JDT
VST	VST	false	Indochina Time	GMT+07:00	GMT+07:00	GMT+07:00
IET	IET	true	Eastern Standard Time	Eastern Daylight Time	EST	EDT
CNT	CNT	true	Newfoundland Standard Time	Newfoundland Daylight Time	NST	NDT
PLT	PLT	false	Pakistan Standard Time	Pakistan Summer Time	PKT	PKST
PNT	PNT	false	Mountain Standard Time	Mountain Daylight Time	MST	MDT
EST	EST	false	Eastern Standard Time	Eastern Daylight Time	EST	EDT
EAT	EAT	false	East Africa Time	GMT+03:00	EAT	EAT
